id,login,password_hash,first_name,last_name,authority,email,phone_number,notes,organization_id,org_role,fourteen_plus,guardian_first_name,guardian_last_name,guardian_email,guardian_phone,school,grade_level,state_student_id,org_student_id,created_by,created_date,last_modified_by,last_modified_date
335,bpitts,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Benjamin,Pitts,ROLE_STUDENT,bpitts@outlook.com,(720) 095-7669,,3,null,1,Ann,Pitts,Ann.Pitts@aol.com,(303) 117-9418,East High School,TWELFTH,060014067,945681,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
336,fpack,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Frank,Pack,ROLE_STUDENT,Frank.Pack@gmail.com,(720) 071-0778,,3,null,1,Ruby,Pack,rpack@yahoo.com,(303) 882-1983,North High School,NINTH,398951230,186050,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
337,scromwell,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Sharon,Cromwell,ROLE_STUDENT,Sharon.Cromwell@gmail.com,(303) 163-1090,,3,null,1,Armando,Cromwell,acromwell@yahoo.com,(303) 834-8268,North High School,NINTH,675069025,435044,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
338,rpadilla,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Richard,Padilla,ROLE_STUDENT,rpadilla@outlook.com,(720) 153-1721,,3,null,1,Larry,Padilla,lpadilla@yahoo.com,(720) 338-4356,Abraham Lincoln High School,NINTH,407323762,991524,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
339,hmalone,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Heather,Malone,ROLE_STUDENT,null,(720) 676-5697,,3,null,0,Lisa,Malone,Lisa.Malone@gmail.com,(303) 330-7362,"Dr. Martin Luther King, Jr. Early College Middle School",EIGHTH,766711656,713802,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
340,izinn,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Inell,Zinn,ROLE_STUDENT,null,(303) 286-4565,,3,null,0,Fred,Zinn,fzinn@gmail.com,(303) 511-0554,Skinner Middle School,EIGHTH,591978963,370451,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
341,snorris,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Stephanie,Norris,ROLE_STUDENT,snorris@gmail.com,(303) 421-1159,,3,null,1,Esther,Norris,Esther.Norris@outlook.com,(720) 732-4385,John F. Kennedy High School,NINTH,000256575,355974,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
342,gyoung,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Gregory,Young,ROLE_STUDENT,young8007@gmail.com,(303) 584-3733,,3,null,1,Michael,Young,Michael.Young@yahoo.com,(303) 713-4860,Emily Griffith High School,TWELFTH,464687163,558288,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
343,candre,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Charles,Andre,ROLE_STUDENT,Charles.Andre@outlook.com,(720) 357-9055,,3,null,1,Bret,Andre,bandre@yahoo.com,(303) 368-6757,Florence Crittenton High School,NINTH,256796496,570803,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
344,rvick,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Robert,Vick,ROLE_STUDENT,rvick@aol.com,(720) 562-4058,,3,null,1,Sebastian,Vick,vick1536@outlook.com,(303) 682-8889,John F. Kennedy High School,NINTH,144560353,445658,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
345,jdix,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Josephine,Dix,ROLE_STUDENT,null,(720) 006-8870,,3,null,0,Alfredo,Dix,adix@yahoo.com,(720) 812-9233,Byers Middle School,SIXTH,694571125,640156,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
346,jaurges,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,James,Aurges,ROLE_STUDENT,aurges4519@yahoo.com,(303) 442-5535,,3,null,1,Stanley,Aurges,saurges@icloud.com,(720) 848-9008,Florence Crittenton High School,TWELFTH,482230239,306346,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
347,rworthy,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Rena,Worthy,ROLE_STUDENT,worthy1620@icloud.com,(720) 525-1495,,3,null,1,Michael,Worthy,worthy4080@yahoo.com,(303) 720-9718,Dr. Martin Luther King Jr. Early College High School,NINTH,309340483,153188,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
348,jlewis,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jerome,Lewis,ROLE_STUDENT,null,(303) 082-8352,,3,null,0,Thomas,Lewis,lewis1449@outlook.com,(303) 162-5285,Vista Academy Middle School,SIXTH,744003417,575361,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
349,jradel,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jeffrey,Radel,ROLE_STUDENT,null,(720) 693-2632,,3,null,0,Jessie,Summers,jsummers@outlook.com,(720) 472-1637,Kepner Beacon Middle School,EIGHTH,264903729,053808,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
350,bhodges,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Bernice,Hodges,ROLE_STUDENT,hodges628@sbcglobal.net,(720) 047-8542,,3,null,1,Tammy,Hodges,Tammy.Hodges@yahoo.com,(303) 060-4444,Dr. Martin Luther King Jr. Early College High School,TENTH,066810816,402992,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
351,rrowlands,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Robert,Rowlands,ROLE_STUDENT,Robert.Rowlands@gmail.com,(303) 723-5442,,3,null,1,David,Rowlands,drowlands@icloud.com,(303) 672-6197,Compassion Road Academy,ELEVENTH,024284963,174149,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
352,jchoe,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jorge,Choe,ROLE_STUDENT,Jorge.Choe@yahoo.com,(720) 924-9305,,3,null,1,Eleanor,Choe,Eleanor.Choe@yahoo.com,(303) 991-7082,Emily Griffith High School,ELEVENTH,740125007,040754,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
353,ndonaldson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Nathan,Donaldson,ROLE_STUDENT,null,(303) 748-0900,,3,null,0,Jessie,Donaldson,Jessie.Donaldson@yahoo.com,(303) 319-8491,Merrill Middle School,SEVENTH,426319955,756966,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
354,lcalliham,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Lois,Calliham,ROLE_STUDENT,Lois.Calliham@yahoo.com,(303) 147-3106,,3,null,1,Carl,Calliham,ccalliham@icloud.com,(303) 666-2112,Abraham Lincoln High School,TENTH,630689455,129410,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
355,lberry,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Lisa,Berry,ROLE_STUDENT,berry3826@gmail.com,(720) 598-6274,,3,null,1,James,Berry,jberry@gmail.com,(303) 500-1056,Bruce Randolph High School,TWELFTH,937838407,331350,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
356,tdahl,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Tyler,Dahl,ROLE_STUDENT,Tyler.Dahl@yahoo.com,(720) 152-0190,,3,null,1,Alice,Dahl,dahl720@yahoo.com,(303) 676-2402,Florence Crittenton High School,TWELFTH,107524687,417900,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
357,agordon,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Audra,Gordon,ROLE_STUDENT,null,(303) 265-3370,,3,null,0,Christopher,Gordon,cgordon@aol.com,(720) 492-6150,Bruce Randolph Middle School,SEVENTH,629007063,759707,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
358,ssanchez,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Steven,Sanchez,ROLE_STUDENT,ssanchez@icloud.com,(720) 491-7306,,3,null,1,Carolyn,Sanchez,Carolyn.Sanchez@yahoo.com,(720) 166-3450,Dr. Martin Luther King Jr. Early College High School,TWELFTH,076564485,554504,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
359,rsebastian,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Richard,Sebastian,ROLE_STUDENT,Richard.Sebastian@outlook.com,(720) 976-0072,,3,null,1,Pauline,Sebastian,Pauline.Sebastian@gmail.com,(303) 288-6317,John F. Kennedy High School,TENTH,197167051,888915,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
360,bcollins,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Betty,Collins,ROLE_STUDENT,null,(303) 257-9654,,3,null,0,Chase,Johnson,johnson611@yahoo.com,(303) 436-0191,Vista Academy Middle School,SIXTH,390509318,434819,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
361,dcarpenter,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Donna,Carpenter,ROLE_STUDENT,dcarpenter@icloud.com,(720) 502-6192,,3,null,1,Steven,Carpenter,Steven.Carpenter@yahoo.com,(720) 275-0078,Emily Griffith High School,TENTH,212523970,142908,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
362,cpiazza,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Crystal,Piazza,ROLE_STUDENT,null,(303) 806-5753,,3,null,0,Annette,Piazza,Annette.Piazza@gmail.com,(720) 809-6944,Kepner Beacon Middle School,SEVENTH,593683981,803656,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
363,lrivera,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Lisa,Rivera,ROLE_STUDENT,null,(720) 385-1259,,3,null,0,Donald,Rivera,Donald.Rivera@gmail.com,(720) 514-0442,"Dr. Martin Luther King, Jr. Early College Middle School",SIXTH,262448614,063235,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
364,kgaut,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Kathy,Gaut,ROLE_STUDENT,Kathy.Gaut@gmail.com,(303) 741-1918,,3,null,1,Michael,Gaut,Michael.Gaut@gmail.com,(720) 767-3472,John F. Kennedy High School,ELEVENTH,915028439,495479,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
365,alawson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Alyce,Lawson,ROLE_STUDENT,null,(720) 654-4802,,3,null,0,Donald,Lawson,lawson1496@yahoo.com,(720) 948-5634,Morey Middle School,EIGHTH,450687101,802813,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
366,jbiggs,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jere,Biggs,ROLE_STUDENT,null,(720) 421-6223,,3,null,0,Timothy,Biggs,Timothy.Biggs@yahoo.com,(303) 184-3298,Bruce Randolph Middle School,SIXTH,624858959,087911,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
367,jlachowicz,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Julie,Lachowicz,ROLE_STUDENT,null,(720) 233-9654,,3,null,0,Charlene,Lachowicz,clachowicz@sbcglobal.net,(720) 180-9150,Skinner Middle School,SIXTH,608658404,230703,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
368,rbullard,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Rosa,Bullard,ROLE_STUDENT,bullard8214@gmail.com,(303) 622-4562,,3,null,1,Andrew,Bullard,Andrew.Bullard@gmail.com,(720) 661-5441,Compassion Road Academy,NINTH,649111337,287872,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
369,clewis,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Christina,Lewis,ROLE_STUDENT,clewis@gmail.com,(303) 144-3016,,3,null,1,Elbert,Lewis,elewis@gmail.com,(720) 983-1401,Emily Griffith High School,TWELFTH,215321878,490384,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
370,ahenry,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Andrew,Henry,ROLE_STUDENT,Andrew.Henry@icloud.com,(303) 996-2996,,3,null,1,George,Henry,henry6380@aol.com,(720) 795-9546,Emily Griffith High School,TENTH,990363358,051802,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
371,mbogan,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Minnie,Bogan,ROLE_STUDENT,bogan6114@icloud.com,(720) 757-3802,,3,null,1,Michelle,Bogan,mbogan@yahoo.com,(303) 831-2357,East High School,TENTH,128734004,881106,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
372,abailey,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Angela,Bailey,ROLE_STUDENT,Angela.Bailey@yahoo.com,(720) 248-4688,,3,null,1,Leo,Bailey,Leo.Bailey@yahoo.com,(303) 958-4614,George Washington High School,TWELFTH,041656527,587171,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
373,jbilliet,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jennifer,Billiet,ROLE_STUDENT,Jennifer.Billiet@aol.com,(303) 535-2650,,3,null,1,Harriet,Billiet,billiet2800@aol.com,(720) 723-7096,Emily Griffith High School,TWELFTH,867901828,903019,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
374,dshapiro,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,David,Shapiro,ROLE_STUDENT,null,(720) 148-3997,,3,null,0,Carlos,Shapiro,cshapiro@yahoo.com,(720) 149-9080,"Dr. Martin Luther King, Jr. Early College Middle School",EIGHTH,985449674,097794,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
375,ftate,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Fay,Tate,ROLE_STUDENT,Fay.Tate@icloud.com,(303) 827-4120,,3,null,1,Jack,Tate,tate240@aol.com,(303) 463-1471,Florence Crittenton High School,TWELFTH,772455892,804983,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
376,egrounds,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Elvin,Grounds,ROLE_STUDENT,null,(720) 876-6835,,3,null,0,Elisabeth,Grounds,Elisabeth.Grounds@gmail.com,(303) 509-1171,Bruce Randolph Middle School,EIGHTH,263365636,765111,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
377,mprzybylski,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Moses,Przybylski,ROLE_STUDENT,Moses.Przybylski@gmail.com,(720) 230-4807,,3,null,1,Robert,Przybylski,przybylski325@sbcglobal.net,(720) 371-5398,North High School,NINTH,300028916,012832,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
378,kdotterer,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Kelly,Dotterer,ROLE_STUDENT,null,(303) 699-3159,,3,null,0,Daniel,Dotterer,Daniel.Dotterer@yahoo.com,(303) 566-6068,Morey Middle School,SIXTH,998819824,622167,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
379,ehendrickson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Elsie,Hendrickson,ROLE_STUDENT,null,(303) 803-7826,,3,null,0,Steve,Hendrickson,Steve.Hendrickson@outlook.com,(720) 694-0443,Wyatt Academy Middle School,SEVENTH,756602487,073755,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
380,jmiles,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,James,Miles,ROLE_STUDENT,null,(303) 343-3845,,3,null,0,Catherine,Miles,Catherine.Miles@yahoo.com,(720) 853-9345,Bruce Randolph Middle School,SIXTH,733043824,275344,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
381,eerickson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Elizabeth,Erickson,ROLE_STUDENT,eerickson@outlook.com,(720) 429-0926,,3,null,1,Anne,Erickson,Anne.Erickson@gmail.com,(720) 209-9661,Bruce Randolph High School,NINTH,863949592,003363,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
382,jseigel,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Juanita,Seigel,ROLE_STUDENT,null,(303) 220-1584,,3,null,0,Tara,Seigel,tseigel@outlook.com,(303) 460-0591,Bruce Randolph Middle School,SEVENTH,602141399,128978,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
383,gpaul,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Gary,Paul,ROLE_STUDENT,Gary.Paul@outlook.com,(303) 225-6233,,3,null,1,Paul,Paul,ppaul@icloud.com,(303) 894-5107,East High School,TENTH,851397601,496183,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
384,dcarter,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Dorothy,Carter,ROLE_STUDENT,null,(303) 964-9298,,3,null,0,Joanie,Carter,Joanie.Carter@outlook.com,(720) 144-7816,Vista Academy Middle School,SIXTH,316553102,052399,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
385,dterri,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Donald,Terri,ROLE_STUDENT,null,(720) 165-4246,,3,null,0,Leroy,Terri,lterri@gmail.com,(720) 293-7528,"Dr. Martin Luther King, Jr. Early College Middle School",EIGHTH,336360338,121554,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
386,fjulian,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Frank,Julian,ROLE_STUDENT,null,(720) 178-4657,,3,null,0,Kathy,Julian,julian1182@gmail.com,(303) 087-2539,Kepner Beacon Middle School,EIGHTH,003474570,704270,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
387,lpitner,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Lucienne,Pitner,ROLE_STUDENT,Lucienne.Pitner@aol.com,(303) 454-7174,,3,null,1,Michael,Pitner,mpitner@yahoo.com,(303) 474-7582,East High School,TENTH,672046883,837859,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
388,pbaxter,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Paul,Baxter,ROLE_STUDENT,Paul.Baxter@gmail.com,(720) 692-6682,,3,null,1,Todd,Baxter,baxter7581@gmail.com,(303) 892-1782,Compassion Road Academy,NINTH,387254634,599548,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
389,bhicks,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Bryon,Hicks,ROLE_STUDENT,Bryon.Hicks@aol.com,(720) 348-4947,,3,null,1,Brian,Hicks,Brian.Hicks@yahoo.com,(720) 183-9098,Emily Griffith High School,NINTH,845668282,499976,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
390,jhampton,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jon,Hampton,ROLE_STUDENT,jhampton@sbcglobal.net,(720) 221-6018,,3,null,1,Charles,Hampton,hampton9454@aol.com,(303) 516-8612,Dr. Martin Luther King Jr. Early College High School,ELEVENTH,263247189,110289,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
391,sparker,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Shawn,Parker,ROLE_STUDENT,Shawn.Parker@icloud.com,(303) 460-9434,,3,null,1,Jessica,Rudolph,Jessica.Rudolph@sbcglobal.net,(720) 691-3027,Bruce Randolph High School,NINTH,542598373,254492,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
392,jrogers,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jason,Rogers,ROLE_STUDENT,rogers5685@gmail.com,(303) 884-2660,,3,null,1,Claudia,Rogers,Claudia.Rogers@gmail.com,(303) 390-9547,Bruce Randolph High School,TWELFTH,898617824,865887,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
393,awhittington,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Andy,Whittington,ROLE_STUDENT,awhittington@aol.com,(303) 056-8651,,3,null,1,Leonel,Whittington,Leonel.Whittington@gmail.com,(303) 022-3605,John F. Kennedy High School,TWELFTH,666794679,981408,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
394,kchung,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Kevin,Chung,ROLE_STUDENT,null,(720) 955-0708,,3,null,0,Albert,Chung,achung@icloud.com,(720) 217-4264,Vista Academy Middle School,SEVENTH,615091815,587315,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
395,rcornes,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Ricardo,Cornes,ROLE_STUDENT,Ricardo.Cornes@icloud.com,(720) 964-8190,,3,null,1,Kenneth,Cornes,cornes8085@outlook.com,(720) 336-6746,East High School,TWELFTH,523747815,781903,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
396,ftone,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Forrest,Tone,ROLE_STUDENT,Forrest.Tone@yahoo.com,(303) 270-8408,,3,null,1,Alan,Tone,Alan.Tone@yahoo.com,(303) 166-9176,East High School,ELEVENTH,056399600,459771,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
397,vbeckel,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Virginia,Beckel,ROLE_STUDENT,beckel6616@gmail.com,(720) 569-9746,,3,null,1,Rodney,Beckel,Rodney.Beckel@aol.com,(720) 510-2474,Compassion Road Academy,TENTH,289062584,702859,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
398,jsimms,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,James,Simms,ROLE_STUDENT,null,(720) 167-4164,,3,null,0,Terry,Simms,Terry.Simms@gmail.com,(303) 760-2868,Skinner Middle School,SEVENTH,765119895,543817,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
399,bgugino,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Bertha,Gugino,ROLE_STUDENT,bgugino@yahoo.com,(720) 160-6788,,3,null,1,Amber,Gugino,Amber.Gugino@yahoo.com,(720) 303-4873,John F. Kennedy High School,NINTH,419975083,520938,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
400,mnewton,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Melvin,Newton,ROLE_STUDENT,Melvin.Newton@gmail.com,(303) 853-3222,,3,null,1,Candace,Newton,newton6233@outlook.com,(303) 852-2621,Bruce Randolph High School,TENTH,675948309,052018,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
401,rross,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Ross,Ross,ROLE_STUDENT,null,(720) 482-6533,,3,null,0,Paulette,Ross,pross@gmail.com,(720) 092-7908,Skinner Middle School,EIGHTH,162756114,311784,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
